dealer_up,initial_hand,actions_taken,win
9,"[11, 6]","[['H', 'S']]",0
9,"[11, 10]",[['S']],1
2,"[10, 4]",[['S']],0
3,"[10, 3]",[['S']],0
2,"[10, 3]",[['S']],0
10,"[7, 10]",[['S']],0
10,"[3, 8]",[['D']],0
10,"[3, 7]","[['H', 'S']]",1
10,"[4, 2]","[['H', 'H', 'H']]",0
7,"[7, 7]","[['P', 'H', 'H', 'S'], ['D']]",1
10,"[8, 10]",[[]],0
6,"[6, 6]","[['P', 'D'], ['H', 'S']]",1
5,"[11, 10]",[['S']],1
6,"[9, 11]",[['S']],1
2,"[3, 9]","[['H', 'S']]",0
10,"[10, 11]",[['S']],1
5,"[10, 9]",[['S']],1
10,"[10, 7]",[['S']],0
5,"[6, 2]","[['H', 'S']]",0
10,"[5, 10]",[['R']],0
7,"[8, 4]","[['H', 'H', 'S']]",1
8,"[10, 10]",[['S']],0
3,"[5, 2]","[['H', 'H', 'S']]",0
7,"[3, 2]","[['H', 'H']]",0
10,"[10, 10]",[['S']],1
2,"[10, 7]",[['S']],1
10,"[5, 10]",[['R']],0
5,"[6, 10]",[['S']],0
10,"[10, 4]","[['H', 'H']]",0
8,"[10, 10]",[['S']],1
11,"[2, 10]","[['N', 'H', 'H', 'S']]",1
4,"[10, 9]",[['S']],1
10,"[11, 2]","[['H', 'H', 'S']]",1
9,"[10, 10]",[['S']],1
4,"[4, 5]",[['D']],1
11,"[10, 7]","[['N', 'R']]",0
4,"[9, 10]",[['S']],1
8,"[10, 4]","[['H', 'H']]",0
10,"[5, 6]",[['D']],1
7,"[3, 10]","[['H', 'H', 'S']]",0
10,"[4, 2]","[['H', 'H', 'S']]",0
11,"[10, 5]","[['N', 'R']]",0
9,"[2, 8]",[['D']],0
9,"[10, 10]",[['S']],1
3,"[5, 3]","[['H', 'S']]",0
9,"[2, 2]","[['H', 'H', 'S']]",1
10,"[10, 11]",[['S']],1
10,"[10, 5]",[['R']],0
10,"[6, 10]",[['R']],0
10,"[2, 10]","[['H', 'H', 'S']]",0
10,"[10, 10]",[['S']],0
10,"[10, 8]",[['S']],0
4,"[7, 3]",[['D']],1
10,"[4, 9]","[['H', 'S']]",1
5,"[8, 6]",[['S']],0
8,"[10, 6]","[['H', 'S']]",1
10,"[5, 10]",[['R']],0
8,"[7, 10]",[['S']],0
7,"[5, 10]","[['H', 'S']]",1
11,"[6, 4]","[['N', 'H', 'S']]",0
10,"[6, 8]","[['H', 'S']]",0
2,"[9, 11]",[['S']],1
11,"[6, 5]","[['N', 'D']]",1
8,"[7, 10]",[['S']],1
3,"[4, 10]",[['S']],1
11,"[10, 2]","[['N', 'H', 'S']]",1
10,"[4, 6]",[[]],0
9,"[4, 10]",[['H']],0
2,"[9, 5]",[['S']],0
4,"[10, 4]",[['S']],0
10,"[3, 4]","[['H', 'H', 'H']]",0
5,"[5, 10]",[['S']],1
6,"[11, 10]",[['S']],1
4,"[3, 3]","[['P', 'S'], ['P', 'H', 'H', 'S'], ['D']]",0
9,"[10, 10]",[['S']],1
2,"[9, 10]",[['S']],1
10,"[10, 10]",[['S']],0
10,"[8, 3]",[['D']],0
3,"[11, 3]","[['H', 'S']]",1
10,"[10, 6]",[[]],0
8,"[4, 7]",[['D']],0
10,"[7, 10]",[['S']],0
10,"[10, 8]",[[]],0
10,"[9, 10]",[['S']],1
11,"[7, 6]","[['N', 'H', 'H', 'S']]",1
10,"[5, 4]","[['H', 'H']]",0
2,"[10, 8]",[['S']],0
10,"[2, 10]",[['H']],0
5,"[10, 7]",[['S']],0
8,"[4, 10]","[['H', 'H']]",0
2,"[10, 10]",[['S']],0
11,"[2, 2]","[['N', 'H', 'H', 'H']]",0
6,"[6, 5]",[['D']],0
10,"[5, 11]","[['H', 'H']]",0
2,"[11, 6]","[['H', 'S']]",1
9,"[7, 9]",[['R']],0
3,"[10, 10]",[['S']],1
8,"[10, 10]",[['S']],1
5,"[11, 2]",[['D']],0
9,"[4, 10]",[['H']],0
10,"[9, 7]",[['R']],0
5,"[6, 10]",[['S']],0
9,"[2, 10]","[['H', 'H', 'H']]",0
10,"[10, 6]",[['R']],0
9,"[6, 3]","[['H', 'H', 'H']]",0
10,"[8, 9]",[['S']],0
5,"[9, 9]","[['P', 'S'], ['S']]",0
4,"[10, 8]",[['S']],0
7,"[5, 2]","[['H', 'H', 'S']]",1
5,"[7, 2]",[['D']],0
10,"[2, 10]",[['H']],0
11,"[5, 11]",[['N']],0
4,"[3, 10]",[['S']],0
5,"[5, 8]",[['S']],1
4,"[9, 10]",[['S']],0
10,"[9, 10]",[['S']],0
8,"[11, 10]",[['S']],1
6,"[8, 10]",[['S']],0
10,"[2, 10]","[['H', 'H']]",0
10,"[10, 11]",[['S']],1
2,"[8, 10]",[['S']],0
9,"[5, 8]",[['H']],0
6,"[4, 10]",[['S']],0
7,"[5, 11]","[['H', 'H']]",0
2,"[3, 11]","[['H', 'S']]",1
4,"[9, 4]",[['S']],0
8,"[9, 3]","[['H', 'S']]",1
6,"[3, 9]",[['S']],0
8,"[10, 10]",[['S']],1
8,"[10, 7]",[['S']],0
2,"[10, 8]",[['S']],1
4,"[10, 10]",[['S']],1
7,"[5, 10]","[['H', 'S']]",0
4,"[6, 10]",[['S']],1
5,"[6, 11]",[['D']],0
9,"[9, 10]",[['S']],0
10,"[3, 10]","[['H', 'H', 'S']]",0
10,"[8, 6]",[['H']],0
7,"[4, 2]","[['H', 'H', 'H']]",0
11,"[10, 5]",[['N']],0
6,"[7, 4]",[['D']],1
6,"[6, 11]",[['D']],1
5,"[8, 4]",[['S']],1
5,"[10, 11]",[['S']],1
3,"[6, 10]",[['S']],0
10,"[8, 3]",[['D']],0
2,"[10, 3]",[['S']],1
4,"[9, 11]",[['S']],1
8,"[6, 11]","[['H', 'H']]",0
8,"[3, 10]",[['H']],0
11,"[10, 10]","[['N', 'S']]",0
2,"[10, 9]",[['S']],1
11,"[7, 2]",[['N']],0
10,"[4, 5]","[['H', 'H']]",0
10,"[10, 3]","[['H', 'S']]",0
5,"[10, 10]",[['S']],1
2,"[2, 2]","[['P', 'H', 'H', 'S'], ['H', 'S']]",1
10,"[10, 10]",[['S']],1
10,"[10, 9]",[['S']],0
5,"[2, 2]","[['P', 'D'], ['D']]",0
3,"[7, 6]",[['S']],1
2,"[2, 3]","[['H', 'H', 'S']]",0
3,"[10, 7]",[['S']],0
4,"[5, 5]",[['D']],1
10,"[10, 11]",[['S']],1
10,"[3, 10]","[['H', 'H']]",0
5,"[10, 2]",[['S']],1
7,"[7, 10]",[['S']],0
3,"[3, 10]",[['S']],0
2,"[9, 9]","[['P', 'S'], ['S']]",1
6,"[4, 9]",[['S']],1
6,"[10, 5]",[['S']],0
6,"[11, 3]",[['D']],1
5,"[10, 5]",[['S']],1
11,"[4, 4]",[['N']],0
2,"[10, 7]",[['S']],1
10,"[3, 10]",[[]],0
11,"[6, 9]","[['N', 'R']]",0
10,"[8, 3]",[['D']],0
10,"[10, 10]",[['S']],0
3,"[10, 8]",[['S']],1
3,"[3, 10]",[['S']],1
5,"[5, 2]","[['H', 'H', 'S']]",1
6,"[3, 10]",[['S']],0
5,"[10, 3]",[['S']],0
11,"[6, 7]","[['N', 'H', 'H', 'S']]",0
10,"[10, 3]",[['H']],0
4,"[11, 6]",[['D']],1
10,"[10, 5]",[['R']],0
4,"[9, 4]",[['S']],1
3,"[2, 3]","[['H', 'H', 'S']]",0
10,"[10, 3]","[['H', 'S']]",0
8,"[10, 10]",[['S']],0
11,"[7, 10]","[['N', 'R']]",0
9,"[10, 6]",[['R']],0
10,"[2, 2]","[['H', 'H', 'S']]",0
7,"[3, 9]","[['H', 'H']]",0
10,"[10, 5]",[['R']],0
7,"[2, 10]","[['H', 'S']]",1
6,"[2, 10]",[['S']],1
10,"[6, 10]",[['R']],0
11,"[11, 3]",[['N']],0
10,"[2, 10]",[[]],0
2,"[2, 2]","[['P', 'H', 'S'], ['H', 'H', 'S']]",0
7,"[11, 10]",[['S']],1
4,"[5, 7]",[['S']],0
2,"[10, 4]",[['S']],0
10,"[5, 10]",[['R']],0
8,"[9, 10]",[['S']],1
10,"[6, 6]",[[]],0
7,"[10, 10]",[['S']],1
9,"[10, 7]",[['S']],0
6,"[10, 10]",[['S']],1
10,"[10, 10]",[['S']],1
10,"[10, 11]",[['S']],1
9,"[6, 6]",[['H']],0
8,"[3, 11]","[['H', 'H', 'S']]",0
5,"[10, 9]",[['S']],1
2,"[5, 7]","[['H', 'S']]",1
3,"[4, 5]",[['D']],1
5,"[8, 10]",[['S']],1
2,"[2, 8]",[['D']],1
10,"[8, 3]",[['D']],0
10,"[10, 8]",[['S']],0
5,"[11, 4]",[['D']],0
4,"[7, 4]",[['D']],1
7,"[9, 10]",[['S']],1
8,"[7, 8]","[['H', 'H', 'S']]",0
5,"[10, 10]",[['S']],1
8,"[3, 10]","[['H', 'S']]",1
6,"[6, 11]",[['D']],0
10,"[11, 10]",[['S']],1
5,"[2, 6]","[['H', 'S']]",1
4,"[6, 9]",[['S']],1
8,"[9, 7]",[['H']],0
7,"[3, 11]","[['H', 'S']]",1
4,"[9, 2]",[['D']],1
10,"[4, 11]","[['H', 'H', 'S']]",0
10,"[7, 3]","[['H', 'S']]",0
2,"[10, 10]",[['S']],0
4,"[10, 10]",[['S']],1
10,"[10, 6]",[['R']],0
4,"[11, 5]",[['D']],0
10,"[10, 10]",[['S']],1
10,"[9, 10]",[['S']],0
10,"[9, 3]",[[]],0
3,"[11, 10]",[['S']],1
5,"[6, 10]",[['S']],0
2,"[8, 2]",[['D']],1
9,"[11, 8]",[['S']],0
10,"[9, 10]",[['S']],1
7,"[5, 10]","[['H', 'H', 'S']]",1
5,"[9, 2]",[['D']],1
7,"[10, 9]",[['S']],0
6,"[8, 11]",[['D']],1
7,"[2, 5]","[['H', 'H']]",0
10,"[4, 2]","[['H', 'H', 'S']]",1
6,"[8, 4]",[['S']],1
10,"[10, 11]",[['S']],1
3,"[3, 11]","[['H', 'S']]",0
8,"[6, 10]",[['H']],0
10,"[9, 4]",[['H']],0
10,"[3, 6]","[['H', 'H', 'S']]",1
9,"[10, 9]",[['S']],0
4,"[10, 10]",[['S']],1
10,"[4, 10]","[['H', 'S']]",1
10,"[3, 11]",[[]],0
10,"[3, 10]",[['H']],0
3,"[2, 3]","[['H', 'H', 'S']]",0
10,"[5, 5]","[['H', 'H', 'S']]",0
10,"[10, 10]",[[]],0
8,"[10, 4]","[['H', 'S']]",0
10,"[10, 3]","[['H', 'H']]",0
9,"[2, 4]","[['H', 'H']]",0
3,"[7, 2]",[['D']],0
10,"[3, 8]",[['D']],1
4,"[8, 4]",[['S']],1
7,"[10, 4]","[['H', 'S']]",1
9,"[6, 3]","[['H', 'H', 'S']]",1
10,"[10, 10]",[['S']],1
10,"[2, 10]",[['H']],0
8,"[5, 2]","[['H', 'S']]",0
8,"[5, 8]","[['H', 'S']]",0
3,"[10, 2]","[['H', 'S']]",1
2,"[10, 10]",[['S']],1
5,"[6, 8]",[['S']],0
11,"[10, 10]","[['N', 'S']]",1
8,"[5, 2]","[['H', 'H', 'S']]",0
10,"[10, 7]",[[]],0
6,"[7, 8]",[['S']],1
7,"[6, 9]",[['H']],0
8,"[2, 6]","[['H', 'H', 'S']]",1
10,"[9, 8]",[['S']],0
9,"[8, 10]",[['S']],1
8,"[3, 6]","[['H', 'H']]",0
7,"[2, 11]","[['H', 'H', 'H', 'S']]",1
10,"[11, 10]",[['S']],1
5,"[9, 9]","[['P', 'S'], ['S']]",1
4,"[9, 8]",[['S']],0
10,"[5, 7]",[['H']],0
10,"[10, 3]",[[]],0
8,"[9, 7]",[['H']],0
10,"[10, 4]","[['H', 'S']]",1
3,"[2, 11]","[['H', 'H', 'S']]",0
3,"[10, 2]",[['H']],0
8,"[11, 4]","[['H', 'S']]",0
6,"[6, 7]",[['S']],0
7,"[3, 6]","[['H', 'S']]",1
10,"[4, 11]","[['H', 'H']]",0
10,"[7, 11]","[['H', 'S']]",1
10,"[4, 10]",[['H']],0
11,"[10, 10]","[['N', 'S']]",1
3,"[6, 6]","[['P', 'S'], ['D']]",0
2,"[10, 11]",[['S']],1
10,"[10, 10]",[['S']],0
4,"[8, 9]",[['S']],1
10,"[4, 10]",[['H']],0
8,"[2, 3]","[['H', 'H', 'H']]",0
10,"[3, 2]","[['H', 'H', 'S']]",0
9,"[10, 3]","[['H', 'H', 'H']]",0
5,"[7, 2]",[['D']],1
10,"[10, 2]","[['H', 'H', 'S']]",0
5,"[2, 4]","[['H', 'S']]",0
9,"[5, 5]",[['D']],1
4,"[4, 2]","[['H', 'H', 'S']]",1
8,"[10, 9]",[['S']],1
10,"[7, 10]",[['S']],0
3,"[10, 11]",[['S']],1
6,"[5, 5]",[['D']],1
10,"[10, 3]","[['H', 'S']]",0
10,"[10, 2]","[['H', 'S']]",0
11,"[10, 5]","[['N', 'R']]",0
2,"[3, 6]","[['H', 'H', 'S']]",0
2,"[2, 5]","[['H', 'H', 'S']]",1
10,"[11, 10]",[['S']],1
9,"[4, 7]",[['D']],0
9,"[10, 8]",[['S']],1
4,"[10, 10]",[['S']],1
10,"[3, 6]",[[]],0
2,"[6, 5]",[['D']],1
10,"[10, 5]",[['R']],0
10,"[10, 10]",[['S']],1
10,"[10, 2]",[['H']],0
6,"[2, 10]",[['S']],0
5,"[7, 4]",[['D']],0
6,"[10, 3]",[['S']],0
7,"[10, 9]",[['S']],1
2,"[9, 4]",[['S']],0
5,"[11, 7]",[['D']],0
11,"[10, 10]",[['N']],0
11,"[9, 10]","[['N', 'S']]",1
5,"[10, 2]",[['S']],0
9,"[11, 10]",[['S']],1
11,"[7, 3]","[['N', 'H', 'S']]",1
10,"[10, 4]",[['H']],0
6,"[8, 6]",[['S']],0
10,"[3, 11]","[['H', 'H', 'S']]",0
9,"[11, 5]","[['H', 'H', 'H']]",0
9,"[4, 7]",[['D']],1
10,"[6, 4]",[[]],0
11,"[6, 4]","[['N', 'H', 'H', 'S']]",1
10,"[2, 10]","[['H', 'H']]",0
6,"[11, 7]",[['D']],1
10,"[4, 9]","[['H', 'H', 'S']]",0
2,"[10, 7]",[['S']],0
10,"[10, 9]",[['S']],0
9,"[3, 7]",[['D']],0
2,"[9, 10]",[['S']],0
3,"[10, 2]","[['H', 'S']]",1
10,"[8, 10]",[['S']],0
8,"[9, 10]",[['S']],1
9,"[10, 2]","[['H', 'S']]",1
11,"[4, 8]",[['N']],0
7,"[7, 10]",[['S']],0
10,"[2, 5]","[['H', 'S']]",0
6,"[11, 10]",[['S']],1
10,"[3, 10]","[['H', 'S']]",1
6,"[3, 2]","[['H', 'H', 'S']]",1
5,"[9, 10]",[['S']],1
2,"[10, 10]",[['S']],1
10,"[3, 3]","[['H', 'H', 'H', 'H']]",0
2,"[10, 10]",[['S']],1
8,"[6, 9]",[['H']],0
10,"[8, 10]",[['S']],0
11,"[8, 6]",[['N']],0
2,"[4, 11]","[['H', 'S']]",0
9,"[11, 2]","[['H', 'H', 'S']]",1
9,"[7, 10]",[['S']],0
9,"[4, 10]",[['H']],0
7,"[4, 6]",[['D']],0
8,"[5, 10]",[['H']],0
11,"[9, 10]","[['N', 'S']]",0
9,"[4, 8]","[['H', 'S']]",0
11,"[6, 2]","[['N', 'H', 'S']]",1
10,"[8, 10]",[[]],0
6,"[8, 10]",[['S']],1
10,"[5, 8]",[['H']],0
5,"[10, 7]",[['S']],0
9,"[11, 8]",[['S']],1
10,"[10, 10]",[['S']],0
10,"[10, 7]",[['S']],0
10,"[4, 4]","[['H', 'S']]",1
3,"[8, 9]",[['S']],1
10,"[10, 3]",[['H']],0
10,"[10, 3]",[['H']],0
7,"[5, 3]","[['H', 'H', 'S']]",0
5,"[2, 7]",[['D']],1
10,"[10, 7]",[['S']],0
9,"[4, 4]","[['H', 'H', 'H', 'S']]",1
7,"[10, 10]",[['S']],1
10,"[4, 5]","[['H', 'S']]",1
8,"[3, 9]","[['H', 'S']]",0
5,"[10, 3]",[['S']],1
8,"[9, 11]",[['S']],1
2,"[4, 10]",[['S']],1
10,"[5, 4]","[['H', 'H', 'S']]",0
3,"[3, 6]",[['D']],0
10,"[4, 10]","[['H', 'H']]",0
3,"[7, 5]",[['H']],0
9,"[4, 10]","[['H', 'S']]",1
11,"[4, 10]","[['N', 'H', 'S']]",0
10,"[2, 10]","[['H', 'H']]",0
8,"[10, 10]",[['S']],1
10,"[2, 7]","[['H', 'H', 'S']]",1
9,"[10, 11]",[['S']],1
11,"[10, 3]","[['N', 'H']]",0
5,"[10, 10]",[['S']],1
10,"[4, 2]","[['H', 'H', 'S']]",1
10,"[2, 6]","[['H', 'H', 'S']]",1
9,"[10, 2]",[['H']],0
9,"[5, 10]",[['H']],0
2,"[8, 10]",[['S']],1
10,"[6, 10]",[['R']],0
7,"[11, 2]","[['H', 'H', 'S']]",0
8,"[10, 8]",[['S']],1
2,"[2, 10]",[['H']],0
10,"[10, 11]",[['S']],1
6,"[4, 4]","[['P', 'H', 'S'], ['D']]",1
11,"[4, 10]","[['N', 'H']]",0
3,"[4, 11]","[['H', 'S']]",1
10,"[2, 7]","[['H', 'S']]",0
2,"[10, 7]",[['S']],1
5,"[7, 5]",[['S']],0
10,"[10, 5]",[['R']],0
8,"[10, 10]",[['S']],1
8,"[4, 11]","[['H', 'H', 'S']]",0
10,"[6, 10]",[['R']],0
2,"[9, 4]",[['S']],0
11,"[8, 5]","[['N', 'H']]",0
10,"[10, 8]",[['S']],0
11,"[11, 5]","[['N', 'H', 'S']]",0
11,"[10, 10]","[['N', 'S']]",1
9,"[7, 4]",[['D']],1
6,"[6, 6]","[['P', 'D'], ['S']]",0
10,"[10, 10]",[['S']],0
3,"[10, 5]",[['S']],1
10,"[10, 10]",[['S']],1
2,"[7, 10]",[['S']],0
2,"[10, 10]",[['S']],0
10,"[10, 9]",[['S']],0
9,"[8, 10]",[['S']],0
6,"[10, 6]",[['S']],1
3,"[10, 8]",[['S']],1
10,"[5, 11]","[['H', 'S']]",1
7,"[11, 10]",[['S']],1
8,"[10, 4]","[['H', 'S']]",1
3,"[3, 7]",[['D']],0
4,"[10, 8]",[['S']],1
8,"[9, 5]",[['H']],0
2,"[10, 3]",[['S']],0
4,"[11, 10]",[['S']],1
10,"[5, 7]",[['H']],0
2,"[7, 4]",[['D']],0
11,"[5, 5]","[['N', 'H', 'S']]",1
5,"[10, 10]",[['S']],1
10,"[8, 10]",[['S']],0
10,"[3, 3]","[['H', 'H', 'H', 'S']]",0
5,"[10, 7]",[['S']],1
9,"[2, 4]","[['H', 'H']]",0
10,"[9, 10]",[['S']],0
10,"[9, 8]",[['S']],0
4,"[6, 3]",[['D']],1
8,"[8, 10]",[['S']],1
10,"[8, 10]",[['S']],0
4,"[7, 4]",[['D']],1
10,"[9, 9]",[[]],0
10,"[3, 10]","[['H', 'S']]",0
9,"[11, 7]","[['H', 'S']]",1
5,"[10, 9]",[['S']],0
11,"[5, 2]","[['N', 'H', 'H']]",0
10,"[6, 10]",[['R']],0
10,"[4, 6]","[['H', 'S']]",0
9,"[8, 6]","[['H', 'S']]",0
10,"[11, 3]","[['H', 'H']]",0
10,"[10, 10]",[['S']],1
6,"[2, 10]",[['S']],0
10,"[11, 6]","[['H', 'S']]",1
11,"[5, 10]","[['N', 'R']]",0
4,"[2, 9]",[['D']],1
4,"[11, 10]",[['S']],1
3,"[7, 4]",[['D']],0
10,"[10, 8]",[['S']],1
9,"[10, 10]",[['S']],1
11,"[10, 3]","[['N', 'H']]",0
2,"[3, 10]",[['S']],0
4,"[4, 10]",[['S']],1
10,"[4, 5]","[['H', 'H', 'S']]",1
5,"[6, 3]",[['D']],0
11,"[9, 9]",[['N']],0
10,"[10, 5]",[['R']],0
5,"[10, 10]",[['S']],1
10,"[10, 2]","[['H', 'S']]",1
4,"[10, 10]",[['S']],0
10,"[2, 3]","[['H', 'H', 'S']]",1
3,"[10, 10]",[['S']],1
11,"[3, 5]","[['N', 'H', 'S']]",0
10,"[10, 7]",[['S']],0
2,"[2, 3]","[['H', 'H', 'S']]",1
5,"[8, 6]",[['S']],1
7,"[8, 7]","[['H', 'S']]",0
5,"[6, 8]",[['S']],0
10,"[5, 10]",[['R']],0
10,"[10, 4]","[['H', 'S']]",1
8,"[4, 6]",[['D']],1
11,"[6, 8]",[['N']],0
6,"[10, 7]",[['S']],0
10,"[4, 10]","[['H', 'S']]",0
7,"[8, 7]",[['H']],0
3,"[8, 11]",[['S']],1
3,"[7, 6]",[['S']],1
7,"[8, 6]",[['H']],0
5,"[10, 5]",[['S']],1
10,"[10, 10]",[['S']],1
4,"[6, 10]",[['S']],0
10,"[10, 8]",[['S']],0
5,"[2, 4]","[['H', 'H', 'S']]",1
7,"[10, 2]",[['H']],0
10,"[4, 10]","[['H', 'H']]",0
10,"[2, 10]",[['H']],0
6,"[8, 6]",[['S']],0
2,"[4, 2]","[['H', 'S']]",0
11,"[2, 10]","[['N', 'H', 'S']]",0
3,"[4, 8]","[['H', 'S']]",1
11,"[3, 8]",[['N']],0
10,"[8, 10]",[['S']],1
8,"[8, 10]",[['S']],0
10,"[6, 10]",[['R']],0
4,"[8, 8]","[['P', 'S'], ['S']]",1
10,"[4, 10]","[['H', 'H', 'S']]",0
8,"[10, 3]",[['H']],0
3,"[6, 2]","[['H', 'S']]",1
10,"[10, 6]",[[]],0
6,"[5, 11]",[['D']],1
11,"[9, 10]",[['N']],0
7,"[7, 5]","[['H', 'S']]",1
9,"[3, 9]",[['H']],0
4,"[4, 6]",[['D']],1
8,"[11, 8]",[['S']],1
6,"[2, 10]",[['S']],1
11,"[4, 10]","[['N', 'H']]",0
2,"[10, 2]","[['H', 'S']]",0
5,"[10, 7]",[['S']],1
9,"[10, 8]",[['S']],0
9,"[10, 7]",[['S']],0
7,"[10, 10]",[['S']],1
3,"[10, 4]",[['S']],0
10,"[11, 11]","[['P'], []]",1
5,"[7, 9]",[['S']],0
11,"[10, 8]","[['N', 'S']]",0
5,"[11, 5]",[['D']],1
6,"[9, 10]",[['S']],1
10,"[7, 9]",[['R']],0
6,"[2, 10]",[['S']],1
6,"[9, 10]",[['S']],0
7,"[10, 4]","[['H', 'H', 'S']]",1
6,"[4, 11]",[['D']],0
10,"[10, 8]",[['S']],0
3,"[3, 10]",[['S']],1
5,"[9, 2]",[['D']],0
11,"[11, 2]","[['N', 'H', 'H', 'H', 'S']]",0
2,"[10, 10]",[['S']],0
8,"[4, 8]",[['H']],0
10,"[5, 10]",[['R']],0
3,"[10, 3]",[['S']],0
10,"[7, 5]","[['H', 'H']]",0
10,"[4, 4]","[['H', 'H', 'S']]",1
10,"[2, 7]","[['H', 'H', 'S']]",0
7,"[10, 10]",[['S']],1
10,"[2, 4]","[['H', 'H']]",0
10,"[6, 8]","[['H', 'S']]",0
11,"[3, 10]",[['N']],0
9,"[11, 11]","[['P'], []]",0
10,"[7, 9]",[[]],0
11,"[10, 5]","[['N', 'R']]",0
